season,index,category,term,clean_term
winter 2023,22,Other,fluffy cowboy one from Emma Brewing,fluffy cowboy one from emma brewing
winter 2023,22,Other,played ones in different colors,played one in different color
winter 2023,24,Clothing,long-temmed skirts,long-temmed skirt
winter 2023,24,Clothing,maxi skirts,maxi skirt
winter 2023,24,Clothing,dresses,dresse
winter 2023,24,Clothing,corsets,corset
winter 2023,24,Clothing,oversized blazers,oversized blazer
winter 2023,24,Clothing,oversized coats,oversized coat
winter 2023,24,Clothing,oversized jeans,oversized jean
winter 2023,24,Clothing,leather pants,leather pant
winter 2023,24,Shoes,boots,boot
winter 2023,24,Shoes,cowboy boots,cowboy boot
winter 2023,24,Accessories,bags,bag
winter 2023,24,Materials,leather,leather
winter 2023,24,Trends,long-temmed skirts and dresses,long-temmed skirt and dresse
winter 2023,24,Trends,Western trend,western trend
winter 2023,24,Trends,corsets,corset
winter 2023,24,Trends,oversized,oversized
winter 2023,24,Trends,leather,leather
winter 2023,25,Clothing,shelling coat,shelling coat
winter 2023,25,Clothing,platter pants,platter pant
winter 2023,25,Clothing,sweater vest,sweater vest
winter 2023,25,Clothing,boots,boot
winter 2023,25,Clothing,oversized cable knit sweater,oversized cable knit sweater
winter 2023,25,Clothing,black miniskirt,black miniskirt
winter 2023,25,Clothing,baggy jeans,baggy jean
winter 2023,25,Clothing,button up,button up
winter 2023,25,Clothing,leather bomber jackets,leather bomber jacket
winter 2023,25,Clothing,fair isle sweater,fair isle sweater
winter 2023,25,Shoes,boots,boot
winter 2023,25,Shoes,tall boots,tall boot
winter 2023,25,Shoes,slippers,slipper
winter 2023,25,Colors,black,black
winter 2023,25,Materials,leather,leather
winter 2023,25,Trends,winter 22 fashion trends,winter 22 fashion trend
winter 2023,25,Trends,oversized,oversized
winter 2023,25,Trends,fair isle,fair isle
winter 2023,25,Patterns,fair isle,fair isle
winter 2023,26,Clothing,oversized wool coat,oversized wool coat
winter 2023,26,Clothing,puffer coat,puffer coat
winter 2023,26,Clothing,construction boots,construction boot
winter 2023,26,Clothing,chunkier boot,chunkier boot
winter 2023,26,Clothing,oversized asymmetrical knitwear,oversized asymmetrical knitwear
winter 2023,26,Clothing,black turtleneck,black turtleneck
winter 2023,26,Shoes,construction boots,construction boot
winter 2023,26,Shoes,chunkier boot,chunkier boot
winter 2023,26,Materials,wool,wool
winter 2023,26,Trends,big coat energy,big coat energy
winter 2023,27,Clothing,chunky loafers,chunky loafer
winter 2023,27,Clothing,fluffy coats,fluffy coat
winter 2023,27,Clothing,belted jackets,belted jacket
winter 2023,27,Clothing,oversized glazers,oversized glazer
winter 2023,27,Clothing,knee high boots,knee high boot
winter 2023,27,Accessories,loafers,loafer
winter 2023,27,Accessories,coats,coat
winter 2023,27,Accessories,jackets,jacket
winter 2023,27,Accessories,glazers,glazer
winter 2023,27,Trends,chunky loafers trend,chunky loafer trend
winter 2023,27,Trends,fluffy coat trend,fluffy coat trend
winter 2023,27,Trends,belted jacket trend,belted jacket trend
winter 2023,27,Trends,oversized glazer trend,oversized glazer trend
winter 2023,27,Trends,knee high boots trend,knee high boot trend
winter 2023,28,Clothing,velvet pants,velvet pant
winter 2023,28,Clothing,oversized sweater,oversized sweater
winter 2023,28,Clothing,cardigan,cardigan
winter 2023,28,Clothing,blazer,blazer
winter 2023,28,Clothing,crop jacket,crop jacket
winter 2023,28,Shoes,oxbirds,oxbird
winter 2023,28,Colors,muted,muted
winter 2023,28,Colors,low saturation,low saturation
winter 2023,28,Materials,velvet,velvet
winter 2023,28,Trends,velvet pants style,velvet pant style
winter 2023,28,Other,rich old money look,rich old money look
winter 2023,28,Other,wide leg,wide leg
winter 2023,28,Other,oversized,oversized
winter 2023,29,Clothing,jackets,jacket
winter 2023,29,Clothing,purses,purse
winter 2023,29,Clothing,handbags,handbag
winter 2023,29,Clothing,shoes,shoe
winter 2023,29,Clothing,biker boots,biker boot
winter 2023,29,Clothing,Honorary Bench and Off the Shroller tops,honorary bench and off the shroller top
winter 2023,29,Shoes,biker boots,biker boot
winter 2023,29,Shoes,Chloe boots,chloe boot
winter 2023,29,Accessories,fur coats,fur coat
winter 2023,29,Accessories,handbags with Sherpa detailing,handbag with sherpa detailing
winter 2023,29,Accessories,shoes with Sherpa detailing,shoe with sherpa detailing
winter 2023,29,Colors,red,red
winter 2023,29,Materials,fur,fur
winter 2023,29,Materials,Sherpa,sherpa
winter 2023,29,Trends,red,red
winter 2023,29,Trends,big fluffy fur coats and jackets,big fluffy fur coat and jacket
winter 2023,29,Trends,biker boots,biker boot
winter 2023,29,Trends,Honorary Bench and Off the Shroller tops,honorary bench and off the shroller top
winter 2023,29,Trends,Sherpa detailing,sherpa detailing
winter 2023,30,Clothing,button down dress shirts,button down dress shirt
winter 2023,30,Clothing,sweater vest,sweater vest
winter 2023,30,Clothing,long sleeve crew necks,long sleeve crew neck
winter 2023,30,Clothing,dress shirt,dress shirt
winter 2023,30,Clothing,shoes like clerks,shoe like clerk
winter 2023,30,Clothing,loafers,loafer
winter 2023,30,Clothing,winter boots,winter boot
winter 2023,30,Clothing,ugg boots,ugg boot
winter 2023,30,Shoes,clerks,clerk
winter 2023,30,Shoes,loafers,loafer
winter 2023,30,Shoes,winter boots,winter boot
winter 2023,30,Shoes,ugg boots,ugg boot
winter 2023,30,Accessories,ribbons,ribbon
winter 2023,30,Accessories,shoe charms,shoe charm
winter 2023,30,Accessories,bows,bow
winter 2023,30,Colors,lime green,lime green
winter 2023,30,Colors,blue,blue
winter 2023,30,Colors,yellow,yellow
winter 2023,30,Trends,preppy layering,preppy layering
winter 2023,30,Trends,colorful winter boots,colorful winter boot
winter 2023,30,Trends,matching accessories with winter boots,matching accessorie with winter boot
winter 2023,30,Trends,bows,bow
winter 2023,31,Clothing,lofas,lofa
winter 2023,31,Clothing,blazes,blaze
winter 2023,31,Clothing,Maxi skirts,maxi skirt
winter 2023,31,Clothing,hoodies,hoodie
winter 2023,31,Shoes,gumboot new hybrids,gumboot new hybrid
winter 2023,31,Shoes,Honkiniets,honkiniet
winter 2023,31,Trends,lofas trend,lofa trend
winter 2023,31,Trends,gumboot new hybrid trend,gumboot new hybrid trend
winter 2023,31,Trends,blazes trend,blaze trend
winter 2023,31,Trends,Maxi skirts trend,maxi skirt trend
winter 2023,31,Trends,blazes and hoody combo trend,blaze and hoody combo trend
winter 2023,31,Trends,Honkiniets trend,honkiniet trend
winter 2023,33,Clothing,dress,dress
winter 2023,33,Clothing,coat,coat
winter 2023,33,Clothing,tights,tight
winter 2023,33,Clothing,outfit,outfit
winter 2023,33,Shoes,Mary Jane's,mary jane'
winter 2023,33,Shoes,Ballet Flats,ballet flat
winter 2023,33,Shoes,Tasman Uggboot slippers,tasman uggboot slipper
winter 2023,33,Accessories,bows,bow
winter 2023,33,Accessories,ribbons,ribbon
winter 2023,33,Accessories,bow earrings,bow earring
winter 2023,33,Accessories,socks,sock
winter 2023,33,Accessories,Sherpa,sherpa
winter 2023,33,Colors,red,red
winter 2023,33,Materials,Sherpa,sherpa
winter 2023,33,Trends,bows and ribbons,bow and ribbon
winter 2023,33,Trends,trim around the collar and sleeves,trim around the collar and sleeve
winter 2023,33,Trends,colored tights,colored tight
winter 2023,33,Trends,Mary Jane's and Ballet Flats with socks,mary jane' and ballet flat with sock
winter 2023,33,Trends,Sherpa,sherpa
winter 2023,34,Clothing,denim maxi skirts,denim maxi skirt
winter 2023,34,Clothing,North Face Jackets,north face jacket
winter 2023,34,Clothing,acne studio scarf,acne studio scarf
winter 2023,34,Clothing,trench coat,trench coat
winter 2023,34,Clothing,hoodie,hoodie
winter 2023,34,Clothing,brown jackets (leather or otherwise),brown jacket (leather or otherwise)
winter 2023,34,Clothing,blazers (brown),blazer (brown)
winter 2023,34,Clothing,jeans,jean
winter 2023,34,Clothing,cropped fur jackets,cropped fur jacket
winter 2023,34,Clothing,vanilla girl aesthetic,vanilla girl aesthetic
winter 2023,34,Shoes,loafers,loafer
winter 2023,34,Accessories,acne studio scarf,acne studio scarf
winter 2023,34,Colors,pink,pink
winter 2023,34,Colors,green,green
winter 2023,34,Materials,denim,denim
winter 2023,34,Materials,leather,leather
winter 2023,34,Trends,2000s trend,2000 trend
winter 2023,34,Trends,Melbourne Winter,melbourne winter
winter 2023,34,Trends,eggs aesthetic,egg aesthetic
winter 2023,34,Patterns,polka dot (implied in 'trench coat style'),polka dot (implied in 'trench coat style')
winter 2023,35,Clothing,tailored suits,tailored suit
winter 2023,35,Clothing,blazers,blazer
winter 2023,35,Clothing,trousers,trouser
winter 2023,35,Clothing,skirt,skirt
winter 2023,35,Clothing,faux fur jackets,faux fur jacket
winter 2023,35,Clothing,denim look,denim look
winter 2023,35,Colors,product red,product red
winter 2023,35,Colors,turquoise,turquoise
winter 2023,35,Materials,faux fur,faux fur
winter 2023,35,Materials,denim,denim
winter 2023,35,Trends,office core,office core
winter 2023,35,Trends,slouchy suits,slouchy suit
winter 2023,35,Trends,dimensional flowers,dimensional flower
winter 2023,35,Trends,fringe,fringe
winter 2023,35,Trends,clashing patterns,clashing pattern
winter 2023,35,Trends,Y2K,y2k
winter 2023,35,Patterns,dimensional flowers,dimensional flower
winter 2023,36,Clothing,shearling coat,shearling coat
winter 2023,36,Clothing,sheerling shoes,sheerling shoe
winter 2023,36,Clothing,sheerling skirt,sheerling skirt
winter 2023,36,Shoes,sheerling shoes,sheerling shoe
winter 2023,36,Shoes,ugg shoes,ugg shoe
winter 2023,36,Accessories,shearling bag,shearling bag
winter 2023,36,Colors,brown,brown
winter 2023,36,Colors,beige,beige
winter 2023,36,Colors,white,white
winter 2023,36,Materials,shearling,shearling
winter 2023,36,Materials,teddy bear,teddy bear
winter 2023,36,Trends,shearling trend,shearling trend
winter 2023,37,Clothing,faux fur coat,faux fur coat
winter 2023,37,Clothing,long fur coats,long fur coat
winter 2023,37,Clothing,midi coats,midi coat
winter 2023,37,Clothing,built in scarf coat,built in scarf coat
winter 2023,37,Clothing,mini skirt,mini skirt
winter 2023,37,Materials,faux fur,faux fur
winter 2023,37,Trends,built in scarf,built in scarf
winter 2023,37,Trends,long fur coats,long fur coat
winter 2023,38,Clothing,winter coat,winter coat
winter 2023,38,Clothing,long wool coats,long wool coat
winter 2023,38,Clothing,tonal neck,tonal neck
winter 2023,38,Clothing,purse,purse
winter 2023,38,Clothing,jacket,jacket
winter 2023,38,Clothing,boots,boot
winter 2023,38,Clothing,blazers,blazer
winter 2023,38,Clothing,blazers with gold buttons,blazer with gold button
winter 2023,38,Clothing,blazers with shoulder pads,blazer with shoulder pad
winter 2023,38,Shoes,boots,boot
winter 2023,38,Accessories,tonal neck,tonal neck
winter 2023,38,Accessories,Sherpa lining,sherpa lining
winter 2023,38,Colors,vibrant reds,vibrant red
winter 2023,38,Colors,electric blues,electric blue
winter 2023,38,Colors,sunshine yellows,sunshine yellow
winter 2023,38,Materials,wool,wool
winter 2023,38,Materials,Sherpa lining,sherpa lining
winter 2023,38,Trends,cozy classics,cozy classic
winter 2023,38,Trends,long coats,long coat
winter 2023,38,Trends,bold bright colors,bold bright color
winter 2023,38,Trends,Sherpa Sherlings,sherpa sherling
winter 2023,39,Clothing,blazer dresses,blazer dresse
winter 2023,39,Clothing,everyday pieces,everyday piece
winter 2023,39,Clothing,golfing aesthetic,golfing aesthetic
winter 2023,39,Shoes,ballet flats,ballet flat
winter 2023,39,Accessories,ruffles,ruffle
winter 2023,39,Accessories,edgy accessories,edgy accessorie
winter 2023,39,Trends,shoulder pads,shoulder pad
winter 2023,39,Trends,dramatic sleeves,dramatic sleeve
winter 2023,39,Trends,romantic golfing aesthetic,romantic golfing aesthetic
winter 2023,40,Clothing,balaclavas,balaclava
winter 2023,40,Clothing,fringe jacket,fringe jacket
winter 2023,40,Clothing,fringe dress,fringe dress
winter 2023,40,Shoes,fringe boots,fringe boot
winter 2023,40,Accessories,micro purses,micro purse
winter 2023,40,Accessories,oversized tuits,oversized tuit
winter 2023,40,Accessories,structured bags,structured bag
winter 2023,40,Accessories,baguettes,baguette
winter 2023,40,Trends,balaclavas,balaclava
winter 2023,40,Trends,fringe,fringe
winter 2023,40,Trends,oversized bags,oversized bag
winter 2023,41,Clothing,dress,dress
winter 2023,41,Clothing,pants,pant
winter 2023,41,Clothing,skinny jeans,skinny jean
winter 2023,41,Clothing,moto jacket,moto jacket
winter 2023,41,Shoes,ankle boots,ankle boot
winter 2023,41,Shoes,under the knee boots,under the knee boot
winter 2023,41,Shoes,over the knee boots,over the knee boot
winter 2023,41,Trends,cropped ankle boots,cropped ankle boot
winter 2023,41,Trends,full length tops,full length top
winter 2023,41,Trends,asymmetrical tops with cutouts,asymmetrical top with cutout
winter 2023,41,Trends,over the knee boots styled with oversized pieces and matrix gothic aesthetic,over the knee boot styled with oversized piece and matrix gothic aesthetic
winter 2023,41,Other,sheer socks,sheer sock
winter 2023,42,Clothing,buckle boots,buckle boot
winter 2023,42,Clothing,riding boots,riding boot
winter 2023,42,Clothing,combat boots,combat boot
winter 2023,42,Clothing,exposed bra,exposed bra
winter 2023,42,Clothing,tops,top
winter 2023,42,Clothing,dresses,dresse
winter 2023,42,Clothing,part two,part two
winter 2023,42,Shoes,buckle boots,buckle boot
winter 2023,42,Shoes,riding boots,riding boot
winter 2023,42,Shoes,combat boots,combat boot
winter 2023,42,Trends,2020-12 fashion,2020-12 fashion
winter 2023,42,Trends,sculpted cup detailing,sculpted cup detailing
winter 2023,42,Trends,sweetheart neckline,sweetheart neckline
winter 2023,43,Shoes,motorcycle boots,motorcycle boot
winter 2023,43,Shoes,boxing boots,boxing boot
winter 2023,43,Shoes,Belay flats,belay flat
winter 2023,43,Shoes,Belay mules,belay mule
winter 2023,43,Shoes,mumeu Belay flats,mumeu belay flat
winter 2023,43,Trends,pointy boots,pointy boot
winter 2023,43,Trends,wet look boots,wet look boot
winter 2023,43,Trends,boxing shoe trend,boxing shoe trend
winter 2023,43,Trends,Belay flat trend,belay flat trend
winter 2023,43,Trends,sports culture appropriation trend,sport culture appropriation trend
winter 2023,43,Trends,nostalgia trend,nostalgia trend
winter 2023,44,Clothing,dress,dress
winter 2023,44,Clothing,red leather jacket,red leather jacket
winter 2023,44,Clothing,off the shoulder top,off the shoulder top
winter 2023,44,Clothing,off the shoulder sweater,off the shoulder sweater
winter 2023,44,Clothing,vintage wash leather,vintage wash leather
winter 2023,44,Shoes,red shoes,red shoe
winter 2023,44,Shoes,red boots,red boot
winter 2023,44,Accessories,red bag,red bag
winter 2023,44,Accessories,leather,leather
winter 2023,44,Colors,red,red
winter 2023,44,Colors,burgundy,burgundy
winter 2023,44,Colors,maroon,maroon
winter 2023,44,Trends,pop of red,pop of red
winter 2023,44,Trends,leather,leather
winter 2023,44,Trends,vintage wash,vintage wash
winter 2023,44,Trends,off the shoulder,off the shoulder
winter 2023,45,Clothing,blazer,blazer
winter 2023,45,Clothing,dress,dress
winter 2023,45,Clothing,sheer tops,sheer top
winter 2023,45,Accessories,pearls,pearl
winter 2023,45,Accessories,Spinelli rings,spinelli ring
winter 2023,45,Accessories,cuffs,cuff
winter 2023,45,Accessories,statement earrings,statement earring
winter 2023,45,Trends,layered pearls,layered pearl
winter 2023,45,Trends,mixed metals,mixed metal
winter 2023,45,Trends,cuffs,cuff
winter 2023,45,Trends,statement earrings,statement earring
winter 2023,45,Other,outfit,outfit
winter 2023,45,Other,inspo,inspo
winter 2023,45,Other,shop,shop
winter 2023,46,Clothing,shirt,shirt
winter 2023,46,Shoes,tennis shoes,tenni shoe
winter 2023,46,Shoes,Dita's gazelles,dita' gazelle
winter 2023,46,Shoes,Adidas campus,adida campu
winter 2023,46,Shoes,Adidas superstar,adida superstar
winter 2023,46,Shoes,sneakers,sneaker
winter 2023,46,Shoes,shoes over all,shoe over all
winter 2023,46,Shoes,uggs,ugg
winter 2023,46,Shoes,Birkenstock Bostons,birkenstock boston
winter 2023,46,Colors,maroon,maroon
winter 2023,46,Colors,hot color this season,hot color thi season
winter 2023,46,Colors,metallics,metallic
winter 2023,46,Colors,this season,thi season
winter 2023,46,Colors,black for fall and winter,black for fall and winter
winter 2023,46,Trends,sporty aspect,sporty aspect
winter 2023,46,Trends,tennis shoes,tenni shoe
winter 2023,46,Trends,uggs,ugg
winter 2023,46,Trends,dad's sneakers,dad' sneaker
winter 2023,46,Other,ugminis,ugmini
winter 2023,46,Other,uggtaiments,uggtaiment
winter 2023,46,Other,new balance 530s,new balance 530
winter 2023,47,Clothing,black coat,black coat
winter 2023,47,Clothing,coat from Mango,coat from mango
