season,index,category,term
winter 2023,34,Clothing,denim maxi skirts
winter 2023,34,Clothing,North Face Jackets
winter 2023,34,Clothing,acne studio scarf
winter 2023,34,Clothing,trench coat
winter 2023,34,Clothing,hoodie
winter 2023,34,Clothing,brown jackets (leather or otherwise)
winter 2023,34,Clothing,blazers (brown)
winter 2023,34,Clothing,jeans
winter 2023,34,Clothing,cropped fur jackets
winter 2023,34,Clothing,vanilla girl aesthetic
winter 2023,34,Shoes,loafers
winter 2023,34,Accessories,acne studio scarf
winter 2023,34,Colors,pink
winter 2023,34,Colors,green
winter 2023,34,Materials,denim
winter 2023,34,Materials,leather
winter 2023,34,Trends,2000s trend
winter 2023,34,Trends,Melbourne Winter
winter 2023,34,Trends,eggs aesthetic
winter 2023,34,Patterns,polka dot (implied in 'trench coat style')
winter 2023,35,Clothing,tailored suits
winter 2023,35,Clothing,blazers
winter 2023,35,Clothing,trousers
winter 2023,35,Clothing,skirt
winter 2023,35,Clothing,faux fur jackets
winter 2023,35,Clothing,denim look
winter 2023,35,Colors,product red
winter 2023,35,Colors,turquoise
winter 2023,35,Materials,faux fur
winter 2023,35,Materials,denim
winter 2023,35,Trends,office core
winter 2023,35,Trends,slouchy suits
winter 2023,35,Trends,dimensional flowers
winter 2023,35,Trends,fringe
winter 2023,35,Trends,clashing patterns
winter 2023,35,Trends,Y2K
winter 2023,35,Patterns,dimensional flowers
winter 2023,36,Clothing,shearling coat
winter 2023,36,Clothing,sheerling shoes
winter 2023,36,Clothing,sheerling skirt
winter 2023,36,Shoes,sheerling shoes
winter 2023,36,Shoes,ugg shoes
winter 2023,36,Accessories,shearling bag
winter 2023,36,Colors,brown
winter 2023,36,Colors,beige
winter 2023,36,Colors,white
winter 2023,36,Materials,shearling
winter 2023,36,Materials,teddy bear
winter 2023,36,Trends,shearling trend
winter 2023,37,Clothing,faux fur coat
winter 2023,37,Clothing,long fur coats
winter 2023,37,Clothing,midi coats
winter 2023,37,Clothing,built in scarf coat
winter 2023,37,Clothing,mini skirt
winter 2023,37,Materials,faux fur
winter 2023,37,Trends,built in scarf
winter 2023,37,Trends,long fur coats
winter 2023,38,Clothing,winter coat
winter 2023,38,Clothing,long wool coats
winter 2023,38,Clothing,tonal neck
winter 2023,38,Clothing,purse
winter 2023,38,Clothing,jacket
winter 2023,38,Clothing,boots
winter 2023,38,Clothing,blazers
winter 2023,38,Clothing,blazers with gold buttons
winter 2023,38,Clothing,blazers with shoulder pads
winter 2023,38,Shoes,boots
winter 2023,38,Accessories,tonal neck
winter 2023,38,Accessories,Sherpa lining
winter 2023,38,Colors,vibrant reds
winter 2023,38,Colors,electric blues
winter 2023,38,Colors,sunshine yellows
winter 2023,38,Materials,wool
winter 2023,38,Materials,Sherpa lining
winter 2023,38,Trends,cozy classics
winter 2023,38,Trends,long coats
winter 2023,38,Trends,bold bright colors
winter 2023,38,Trends,Sherpa Sherlings
winter 2023,39,Clothing,blazer dresses
winter 2023,39,Clothing,everyday pieces
winter 2023,39,Clothing,golfing aesthetic
winter 2023,39,Shoes,ballet flats
winter 2023,39,Accessories,ruffles
winter 2023,39,Accessories,edgy accessories
winter 2023,39,Trends,shoulder pads
winter 2023,39,Trends,dramatic sleeves
winter 2023,39,Trends,romantic golfing aesthetic
winter 2023,40,Clothing,balaclavas
winter 2023,40,Clothing,fringe jacket
winter 2023,40,Clothing,fringe dress
winter 2023,40,Shoes,fringe boots
winter 2023,40,Accessories,micro purses
winter 2023,40,Accessories,oversized tuits
winter 2023,40,Accessories,structured bags
winter 2023,40,Accessories,baguettes
winter 2023,40,Trends,balaclavas
winter 2023,40,Trends,fringe
winter 2023,40,Trends,oversized bags
winter 2023,41,Clothing,dress
winter 2023,41,Clothing,pants
winter 2023,41,Clothing,skinny jeans
winter 2023,41,Clothing,moto jacket
winter 2023,41,Shoes,ankle boots
winter 2023,41,Shoes,under the knee boots
winter 2023,41,Shoes,over the knee boots
winter 2023,41,Trends,cropped ankle boots
winter 2023,41,Trends,full length tops
winter 2023,41,Trends,asymmetrical tops with cutouts
winter 2023,41,Trends,over the knee boots styled with oversized pieces and matrix gothic aesthetic
winter 2023,41,Other,sheer socks
winter 2023,42,Clothing,buckle boots
winter 2023,42,Clothing,riding boots
winter 2023,42,Clothing,combat boots
winter 2023,42,Clothing,exposed bra
winter 2023,42,Clothing,tops
winter 2023,42,Clothing,dresses
winter 2023,42,Clothing,part two
winter 2023,42,Shoes,buckle boots
winter 2023,42,Shoes,riding boots
winter 2023,42,Shoes,combat boots
winter 2023,42,Trends,2020-12 fashion
winter 2023,42,Trends,sculpted cup detailing
winter 2023,42,Trends,sweetheart neckline
winter 2023,43,Shoes,motorcycle boots
winter 2023,43,Shoes,boxing boots
winter 2023,43,Shoes,Belay flats
winter 2023,43,Shoes,Belay mules
winter 2023,43,Shoes,mumeu Belay flats
winter 2023,43,Trends,pointy boots
winter 2023,43,Trends,wet look boots
winter 2023,43,Trends,boxing shoe trend
winter 2023,43,Trends,Belay flat trend
winter 2023,43,Trends,sports culture appropriation trend
winter 2023,43,Trends,nostalgia trend
winter 2023,44,Clothing,dress
winter 2023,44,Clothing,red leather jacket
winter 2023,44,Clothing,off the shoulder top
winter 2023,44,Clothing,off the shoulder sweater
winter 2023,44,Clothing,vintage wash leather
winter 2023,44,Shoes,red shoes
winter 2023,44,Shoes,red boots
winter 2023,44,Accessories,red bag
winter 2023,44,Accessories,leather
winter 2023,44,Colors,red
winter 2023,44,Colors,burgundy
winter 2023,44,Colors,maroon
winter 2023,44,Trends,pop of red
winter 2023,44,Trends,leather
winter 2023,44,Trends,vintage wash
winter 2023,44,Trends,off the shoulder
winter 2023,45,Clothing,blazer
winter 2023,45,Clothing,dress
winter 2023,45,Clothing,sheer tops
winter 2023,45,Accessories,pearls
winter 2023,45,Accessories,Spinelli rings
winter 2023,45,Accessories,cuffs
winter 2023,45,Accessories,statement earrings
winter 2023,45,Trends,layered pearls
winter 2023,45,Trends,mixed metals
winter 2023,45,Trends,cuffs
winter 2023,45,Trends,statement earrings
winter 2023,45,Other,outfit
winter 2023,45,Other,inspo
winter 2023,45,Other,shop
winter 2023,46,Clothing,shirt
winter 2023,46,Shoes,tennis shoes
winter 2023,46,Shoes,Dita's gazelles
winter 2023,46,Shoes,Adidas campus
winter 2023,46,Shoes,Adidas superstar
winter 2023,46,Shoes,sneakers
winter 2023,46,Shoes,shoes over all
winter 2023,46,Shoes,uggs
winter 2023,46,Shoes,Birkenstock Bostons
winter 2023,46,Colors,maroon
winter 2023,46,Colors,hot color this season
winter 2023,46,Colors,metallics
winter 2023,46,Colors,this season
winter 2023,46,Colors,black for fall and winter
winter 2023,46,Trends,sporty aspect
winter 2023,46,Trends,tennis shoes
winter 2023,46,Trends,uggs
winter 2023,46,Trends,dad's sneakers
winter 2023,46,Other,ugminis
winter 2023,46,Other,uggtaiments
winter 2023,46,Other,new balance 530s
winter 2023,47,Clothing,black coat
winter 2023,47,Clothing,coat from Mango
winter 2023,47,Clothing,second coat
winter 2023,47,Clothing,coat from Costs
winter 2023,47,Clothing,coat from H&M
winter 2023,47,Shoes,slip-backs
winter 2023,47,Colors,black
winter 2023,47,Materials,wool
winter 2023,47,Materials,Italian wool
winter 2023,47,Materials,wool felt
winter 2023,47,Materials,Impoliester
winter 2023,47,Other,capsule wardrobe
winter 2023,47,Other,pregnant
winter 2023,47,Other,sizing up
winter 2023,47,Other,exchanging
winter 2023,47,Other,tailoring
winter 2023,47,Other,sweater haul
winter 2023,48,Clothing,duster
winter 2023,48,Accessories,belt
winter 2023,48,Colors,cream
winter 2023,48,Colors,black
winter 2023,48,Colors,camel
winter 2023,48,Trends,dusters
winter 2023,48,Other,red lip
fall 2023,0,Clothing,neutral knit sweaters
fall 2023,0,Clothing,basic tanks and tees
fall 2023,0,Clothing,super soft and cozy hoodie
fall 2023,0,Clothing,Straight leg vintage Levi's jeans
fall 2023,0,Clothing,wide leg trouser pants
fall 2023,0,Clothing,leg grace sweat pants
fall 2023,0,Clothing,black leggings
fall 2023,0,Clothing,oversize leather jackets
fall 2023,0,Clothing,oversized leather blazers
fall 2023,0,Clothing,oversized trench coat
fall 2023,0,Clothing,dressier winter coat
fall 2023,0,Materials,knit
fall 2023,0,Materials,leather
fall 2023,0,Trends,oversized
fall 2023,0,Trends,layered
fall 2023,1,Clothing,fall outfits
fall 2023,1,Clothing,shoes
fall 2023,1,Clothing,shoes with metal
fall 2023,1,Clothing,more manly looking ones
fall 2023,1,Clothing,loafers
fall 2023,1,Clothing,cute little ballet flats
fall 2023,1,Clothing,cuff jean
fall 2023,1,Clothing,top
fall 2023,1,Clothing,knee high boots
fall 2023,1,Shoes,shoes with the passion
fall 2023,1,Shoes,shoes with metal
fall 2023,1,Shoes,more manly looking ones
fall 2023,1,Shoes,cute little ballet flats
fall 2023,1,Shoes,knee high boots
fall 2023,1,Colors,red
fall 2023,1,Colors,chocolate brown
fall 2023,1,Trends,cuff jean
fall 2023,1,Other,sheet
fall 2023,1,Other,more a little bit more sexy
fall 2023,1,Other,super elegant neckline
fall 2023,1,Other,short sweater
fall 2023,1,Other,all my jeans naturally do this
fall 2023,2,Clothing,French coats
fall 2023,2,Clothing,Blazer
fall 2023,2,Clothing,Pants
fall 2023,2,Clothing,Boots
fall 2023,2,Shoes,Boots
fall 2023,2,Accessories,Bags
fall 2023,2,Colors,Red
fall 2023,2,Colors,Cherry red
fall 2023,2,Colors,Muted red
fall 2023,2,Colors,Olive green
fall 2023,2,Colors,Yellow
fall 2023,2,Trends,70s inspired
fall 2023,2,Other,Fashion girly
fall 2023,2,Other,Basic outfit
fall 2023,2,Other,Statement outfit
fall 2023,2,Other,Neutrals
fall 2023,2,Other,Sage green
fall 2023,2,Other,Flare pants
fall 2023,2,Other,Corduroy
fall 2023,3,Clothing,leather jackets
fall 2023,3,Clothing,pants
fall 2023,3,Clothing,bags
fall 2023,3,Clothing,shoes
fall 2023,3,Clothing,tops
fall 2023,3,Clothing,white pants
fall 2023,3,Clothing,heated leather jacket
fall 2023,3,Shoes,suede boots
fall 2023,3,Shoes,shoes
fall 2023,3,Accessories,bags
fall 2023,3,Accessories,shoes
fall 2023,3,Accessories,pop of color in the shoes
fall 2023,3,Accessories,pop of color in the bag
fall 2023,3,Colors,far scream
fall 2023,3,Colors,beige
fall 2023,3,Colors,cream
fall 2023,3,Colors,white
fall 2023,3,Colors,cherry red
fall 2023,3,Materials,leather
fall 2023,3,Materials,suede
fall 2023,3,Trends,pop of color
fall 2023,3,Trends,aged in the cherry red
fall 2023,4,Clothing,dress (Fendi)
fall 2023,4,Clothing,Midi dresses (Jason Wu)
fall 2023,4,Clothing,Midi pants
fall 2023,4,Clothing,boots (under Midi hems - Coach)
fall 2023,4,Clothing,"flats (Valentino, Fendi)"
fall 2023,4,Shoes,tall boots (under Midi hems - Coach)
fall 2023,4,Shoes,"flats (Valentino, Fendi)"
fall 2023,4,Accessories,key chain (cherries - Jacques Mise)
fall 2023,4,Accessories,necklaces (cherries - Jacques Mise)
fall 2023,4,Accessories,skinny belts
fall 2023,4,Colors,cherry red
fall 2023,4,Trends,cherry red
fall 2023,4,Trends,Midi
fall 2023,4,Trends,gothic
fall 2023,4,Trends,ballet flats
fall 2023,5,Clothing,dress
fall 2023,5,Clothing,monochrome look
fall 2023,5,Clothing,dressier look
fall 2023,5,Clothing,collection
fall 2023,5,Accessories,colored tights
fall 2023,5,Accessories,skinny belts
fall 2023,5,Accessories,shoelace
fall 2023,5,Colors,red
fall 2023,5,Colors,teal
fall 2023,5,Colors,green
fall 2023,5,Trends,Barbie core
fall 2023,5,Trends,mermaid core
fall 2023,5,Trends,colored tights
fall 2023,5,Trends,skinny belts
fall 2023,6,Clothing,low-rise jeans
fall 2023,6,Clothing,ultra high jeans
fall 2023,6,Shoes,point to shoe
fall 2023,6,Accessories,chokers
fall 2023,6,Accessories,flower chokers
fall 2023,6,Accessories,hard acrylic plastic chokers
fall 2023,6,Accessories,bubble hearts
fall 2023,6,Accessories,gold choker from Prada
fall 2023,6,Materials,fabric
fall 2023,6,Materials,acrylic plastic
fall 2023,6,Trends,low-rise jeans trend
fall 2023,6,Trends,choker trend
fall 2023,6,Trends,90s inspired trend
fall 2023,6,Trends,early 2000s trend
fall 2023,7,Clothing,dress
fall 2023,7,Clothing,suit
fall 2023,7,Accessories,red accessories
fall 2023,7,Colors,red
fall 2023,7,Colors,black
fall 2023,7,Materials,leather
fall 2023,7,Trends,no pants look
fall 2023,7,Trends,black tie moment
fall 2023,7,Trends,effortlessly chic look
fall 2023,7,Trends,full leather looks
fall 2023,7,Trends,sexy nerdy librarian
fall 2023,8,Clothing,Chevron pattern dress (vertical)
fall 2023,8,Clothing,Chevron pattern dress (zoom-in)
fall 2023,8,Clothing,Polkadot jacket
fall 2023,8,Clothing,Polkadot dress (with butterflies)
fall 2023,8,Clothing,Draped scarf (Saint Laurent)
fall 2023,8,Clothing,Draped scarf (Marney)
fall 2023,8,Clothing,Faux fur scarf (Alexander Wang)
fall 2023,8,Accessories,Scarves
fall 2023,8,Accessories,Clutches
fall 2023,8,Materials,Faux fur
fall 2023,8,Trends,Early to mid-2000s
fall 2023,8,Trends,80s themes
fall 2023,8,Trends,Oversized look
fall 2023,8,Trends,Capes
fall 2023,8,Patterns,Chevron pattern
fall 2023,8,Patterns,Polkadot pattern
fall 2023,9,Clothing,silk pants
fall 2023,9,Clothing,oversized sweater
fall 2023,9,Shoes,kitten heels
fall 2023,9,Shoes,Converse
fall 2023,9,Materials,silk
fall 2023,9,Trends,monochrome
fall 2023,9,Trends,elevated pajamas
fall 2023,9,Other,darker pleated pair
fall 2023,10,Shoes,Motoboo
fall 2023,10,Shoes,Harley Davidson
fall 2023,10,Shoes,Mary James
fall 2023,10,Shoes,Ghani
fall 2023,10,Shoes,Silver Ballet Flats (Sam Edelman)
fall 2023,10,Shoes,Classic Ballet Flats (Sam Edelman)
fall 2023,10,Accessories,big buckle
fall 2023,10,Colors,red
fall 2023,10,Colors,silver
fall 2023,10,Materials,leather
fall 2023,10,Materials,matte material
fall 2023,10,Trends,Moto trend
fall 2023,10,Trends,Harley Davidson
fall 2023,10,Trends,Mary James
fall 2023,10,Other,holographic black color
fall 2023,11,Clothing,low waist trend
fall 2023,11,Clothing,long tops
fall 2023,11,Clothing,crap tops
fall 2023,11,Clothing,drop waist
fall 2023,11,Clothing,dress
fall 2023,11,Clothing,tailored workwear aesthetic
fall 2023,11,Clothing,blazer
fall 2023,11,Shoes,Dita sambas
fall 2023,11,Colors,black
fall 2023,11,Colors,navy
fall 2023,11,Trends,low waist
fall 2023,11,Trends,long tops and low bottoms
fall 2023,11,Trends,drop waist moving towards dresses
fall 2023,11,Trends,tailored workwear aesthetic
fall 2023,11,Trends,wearing black and navy together
fall 2023,12,Clothing,bell bottom jeans
fall 2023,12,Clothing,billi-lea silhouette
fall 2023,12,Clothing,mini skirt
fall 2023,12,Clothing,booty shorts
fall 2023,12,Clothing,monochrome outfit
fall 2023,12,Clothing,floral quilted jacket
fall 2023,12,Shoes,exaggerated boots
fall 2023,12,Accessories,silk scarf
fall 2023,12,Colors,coral
fall 2023,12,Colors,mustard yellow
fall 2023,12,Trends,70s inspired fashion and silhouettes
fall 2023,12,Patterns,plaid
fall 2023,12,Other,weather-wise
fall 2023,13,Clothing,loafers
fall 2023,13,Clothing,L.A. flats
fall 2023,13,Clothing,mesh flats
fall 2023,13,Clothing,slingshots
fall 2023,13,Clothing,Birkenstock clogs
fall 2023,13,Clothing,heels
fall 2023,13,Shoes,loafers
fall 2023,13,Shoes,L.A. flats
fall 2023,13,Shoes,mesh flats
fall 2023,13,Shoes,slingshots
fall 2023,13,Shoes,Birkenstock clogs
fall 2023,13,Colors,classic
fall 2023,13,Materials,mesh
fall 2023,13,Materials,leather
fall 2023,13,Trends,flat shoe fall
fall 2023,13,Trends,loafer trend
fall 2023,13,Trends,L.A. flat trend
fall 2023,13,Trends,mesh trend
fall 2023,13,Trends,slingshot trend
fall 2023,13,Trends,Birkenstock clog trend
fall 2023,13,Trends,heel trend
fall 2023,13,Patterns,cow print
fall 2023,14,Clothing,vintage leather jackets
fall 2023,14,Clothing,Levi or hated bombers
fall 2023,14,Clothing,bomber adjacent jackets
fall 2023,14,Clothing,denim skirt
fall 2023,14,Shoes,embellished boots
fall 2023,14,Shoes,embroidered boots
fall 2023,14,Accessories,bigger bags
fall 2023,14,Accessories,vintage botegas
fall 2023,14,Materials,leather
fall 2023,14,Materials,denim
fall 2023,14,Trends,fall trends
fall 2023,14,Trends,vintage trend
fall 2023,15,Clothing,Taylored suits
fall 2023,15,Clothing,blazers
fall 2023,15,Clothing,Power Dressing
fall 2023,15,Clothing,80s suit
fall 2023,15,Clothing,oversized suits
fall 2023,15,Clothing,Peplum tops
fall 2023,15,Clothing,Taylored suit (Versace)
fall 2023,15,Clothing,jacket
fall 2023,15,Clothing,pants
fall 2023,15,Clothing,Vivian Westwood's lines
fall 2023,15,Shoes,massive platforms
fall 2023,15,Colors,red color
fall 2023,15,Trends,80s Power Dress
fall 2023,15,Trends,oversized
fall 2023,15,Trends,baggy
fall 2023,15,Trends,straight line silhouettes
fall 2023,15,Trends,hourglass figure
fall 2023,15,Trends,punk
fall 2023,15,Trends,plaid patterns
fall 2023,15,Patterns,plaid patterns
fall 2023,16,Clothing,cherry red trend
fall 2023,16,Clothing,"red semi-lather, semi-sweave jacket"
fall 2023,16,Clothing,cherry red top
fall 2023,16,Clothing,oversized trousers
fall 2023,16,Clothing,denim skirts
fall 2023,16,Clothing,midi skirt
fall 2023,16,Shoes,cowboy boots
fall 2023,16,Shoes,kitten heels
fall 2023,16,Shoes,boots
fall 2023,16,Shoes,ankle socks
fall 2023,16,Shoes,flat
fall 2023,16,Colors,red
fall 2023,16,Trends,trickle down effect
fall 2023,16,Other,bright red lip
fall 2023,16,Other,Hourglass figure
fall 2023,16,Other,oversized
fall 2023,16,Other,slit
fall 2023,16,Other,tall boots
fall 2023,16,Other,little ankle socks
fall 2023,17,Clothing,Jill Sandor's cherry top
fall 2023,17,Clothing,Lonvin' art printed top
fall 2023,17,Clothing,Darte's Fall 2023 art collection piece
fall 2023,17,Clothing,Burberry Fall 2023 feathers top
fall 2023,17,Clothing,Salvador Ferragamo fluffy top
fall 2023,17,Clothing,Low's bird look top
fall 2023,17,Clothing,Boatigah Banana feathers and fluff top
fall 2023,17,Clothing,Dolce Gabbana feathers top
fall 2023,17,Clothing,Boatigah Banana sea shell top
